source,token_id,piece,in_sp,in_custom,freq,doc_freq,doc_coverage_ratio,left_diversity,right_diversity,context_diversity,piece_bytes,compression_credit,num_parts,non_byte_parts,decomp_parts_json,verdict
sp,29,<0x19>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,30,<0x1A>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,31,<0x1B>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,32,<0x1C>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,33,<0x1D>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,34,<0x1E>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,35,<0x1F>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,36,<0x20>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,37,<0x21>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,38,<0x22>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,39,<0x23>,1,1,6018,2171,0.04342,132,292,424,1.0,167.34155694313924,,,,sp_overlap
sp,40,<0x24>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,41,<0x25>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,42,<0x26>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,43,<0x27>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,44,<0x28>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,45,<0x29>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,46,<0x2A>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,47,<0x2B>,1,1,5982,2760,0.0552,229,371,600,1.0,180.70659973430764,,,,sp_overlap
sp,48,<0x2C>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,49,<0x2D>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,50,<0x2E>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,51,<0x2F>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,52,<0x30>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,53,<0x31>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,54,<0x32>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,55,<0x33>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,56,<0x34>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,57,<0x35>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,58,<0x36>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,59,<0x37>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,60,<0x38>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,61,<0x39>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,62,<0x3A>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,63,<0x3B>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,64,<0x3C>,1,1,2103,583,0.01166,149,172,321,1.0,57.13345478416406,,,,sp_overlap
sp,65,<0x3D>,1,1,5804,1244,0.02488,291,305,596,1.0,143.20206276165618,,,,sp_overlap
sp,66,<0x3E>,1,1,6097,1214,0.02428,226,386,612,1.0,186.81112176422263,,,,sp_overlap
sp,67,<0x3F>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,68,<0x40>,1,1,5532,3227,0.06454,204,266,470,1.0,160.527108497022,,,,sp_overlap
sp,69,<0x41>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,70,<0x42>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,71,<0x43>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,72,<0x44>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,73,<0x45>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,74,<0x46>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,75,<0x47>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,76,<0x48>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,77,<0x49>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,78,<0x4A>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,79,<0x4B>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,80,<0x4C>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,81,<0x4D>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,82,<0x4E>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,83,<0x4F>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,84,<0x50>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,85,<0x51>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,86,<0x52>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,87,<0x53>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,88,<0x54>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,89,<0x55>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,90,<0x56>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,91,<0x57>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,92,<0x58>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,93,<0x59>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,94,<0x5A>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,95,<0x5B>,1,1,10091,3399,0.06798,241,270,511,1.0,266.3249155109925,,,,sp_overlap
sp,96,<0x5C>,1,1,865,192,0.00384,165,136,301,1.0,25.827451474893586,,,,sp_overlap
sp,97,<0x5D>,1,1,10135,3401,0.06802,536,466,1002,1.0,267.345976372176,,,,sp_overlap
sp,98,<0x5E>,1,1,510,139,0.00278,68,96,164,1.0,17.921248413654954,,,,sp_overlap
sp,99,<0x5F>,1,1,9610,1166,0.02332,428,317,745,1.0,245.6477492757431,,,,sp_overlap
sp,100,<0x60>,1,1,1018,199,0.00398,117,162,279,1.0,28.577435335176173,,,,sp_overlap
sp,101,<0x61>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,102,<0x62>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,103,<0x63>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,104,<0x64>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,105,<0x65>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,106,<0x66>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,107,<0x67>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,108,<0x68>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,109,<0x69>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,110,<0x6A>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,111,<0x6B>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,112,<0x6C>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,113,<0x6D>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,114,<0x6E>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,115,<0x6F>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,116,<0x70>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,117,<0x71>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,118,<0x72>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,119,<0x73>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,120,<0x74>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,121,<0x75>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,122,<0x76>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,123,<0x77>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,124,<0x78>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,125,<0x79>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,126,<0x7A>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,127,<0x7B>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,128,<0x7C>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,129,<0x7D>,1,1,126,21,0.00042,19,80,99,1.0,2.812884317973582,,,,sp_overlap
sp,130,<0x7E>,1,1,1391,535,0.0107,138,208,346,1.0,42.257888541962984,,,,sp_overlap
sp,131,<0x7F>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,132,<0x80>,1,1,19671,5194,0.10388,55,136,191,1.0,391.25012505980726,,,,sp_overlap
sp,133,<0x81>,1,1,3251,662,0.01324,52,218,270,1.0,67.09755692955792,,,,sp_overlap
sp,134,<0x82>,1,1,3372,757,0.01514,49,258,307,1.0,75.8626350204694,,,,sp_overlap
sp,135,<0x83>,1,1,1296,207,0.00414,45,154,199,1.0,26.917095464835004,,,,sp_overlap
sp,136,<0x84>,1,1,1441,451,0.00902,51,104,155,1.0,31.62588689832843,,,,sp_overlap
sp,137,<0x85>,1,1,747,162,0.00324,51,135,186,1.0,16.41386818750533,,,,sp_overlap
sp,138,<0x86>,1,1,949,251,0.00502,53,106,159,1.0,22.327512516283655,,,,sp_overlap
sp,139,<0x87>,1,1,832,191,0.00382,48,127,175,1.0,17.297804665948604,,,,sp_overlap
sp,140,<0x88>,1,1,916,217,0.00434,56,124,180,1.0,19.708054053028782,,,,sp_overlap
sp,141,<0x89>,1,1,667,291,0.00582,42,134,176,1.0,16.623566037851084,,,,sp_overlap
sp,142,<0x8A>,1,1,377,105,0.0021,50,90,140,1.0,9.63023213208256,,,,sp_overlap
sp,143,<0x8B>,1,1,706,119,0.00238,56,101,157,1.0,13.768740179384144,,,,sp_overlap
sp,144,<0x8C>,1,1,729,145,0.0029,55,120,175,1.0,12.643580231139387,,,,sp_overlap
sp,145,<0x8D>,1,1,796,179,0.00358,49,146,195,1.0,17.731696717861727,,,,sp_overlap
sp,146,<0x8E>,1,1,410,97,0.00194,42,99,141,1.0,8.795742020458393,,,,sp_overlap
sp,147,<0x8F>,1,1,723,171,0.00342,40,143,183,1.0,15.749164829466098,,,,sp_overlap
sp,148,<0x90>,1,1,725,167,0.00334,45,181,226,1.0,16.23904852871485,,,,sp_overlap
sp,149,<0x91>,1,1,774,152,0.00304,48,155,203,1.0,18.223380959940634,,,,sp_overlap
sp,150,<0x92>,1,1,720,222,0.00444,39,179,218,1.0,17.600827592138,,,,sp_overlap
sp,151,<0x93>,1,1,546,157,0.00314,42,152,194,1.0,12.575723154092254,,,,sp_overlap
sp,152,<0x94>,1,1,703,118,0.00236,48,107,155,1.0,13.554957238636492,,,,sp_overlap
sp,153,<0x95>,1,1,1021,140,0.0028,39,162,201,1.0,21.537154609326674,,,,sp_overlap
sp,154,<0x96>,1,1,772,184,0.00368,37,112,149,1.0,19.392261428728823,,,,sp_overlap
sp,155,<0x97>,1,1,1075,336,0.00672,46,110,156,1.0,24.37600205008368,,,,sp_overlap
sp,156,<0x98>,1,1,11560,4165,0.0833,53,387,440,1.0,214.99914689655662,,,,sp_overlap
sp,157,<0x99>,1,1,1275,405,0.0081,47,139,186,1.0,26.69614788091272,,,,sp_overlap
sp,158,<0x9A>,1,1,622,148,0.00296,42,125,167,1.0,15.03108268833825,,,,sp_overlap
sp,159,<0x9B>,1,1,512,114,0.00228,49,114,163,1.0,10.891515271482671,,,,sp_overlap
sp,160,<0x9C>,1,1,822,177,0.00354,47,102,149,1.0,17.61813203692768,,,,sp_overlap
sp,161,<0x9D>,1,1,489,126,0.00252,38,78,116,1.0,9.763602911992594,,,,sp_overlap
sp,162,<0x9E>,1,1,527,141,0.00282,44,112,156,1.0,10.448419120223981,,,,sp_overlap
sp,163,<0x9F>,1,1,1396,524,0.01048,42,121,163,1.0,33.79138090763329,,,,sp_overlap
sp,164,<0xA0>,1,1,1095,310,0.0062,45,206,251,1.0,25.95002192313933,,,,sp_overlap
sp,165,<0xA1>,1,1,1431,473,0.00946,60,207,267,1.0,35.45819404298943,,,,sp_overlap
sp,166,<0xA2>,1,1,5891,956,0.01912,43,296,339,1.0,151.7293731743776,,,,sp_overlap
sp,167,<0xA3>,1,1,3043,995,0.0199,39,106,145,1.0,85.92613875860818,,,,sp_overlap
sp,168,<0xA4>,1,1,2666,360,0.0072,48,194,242,1.0,53.810433913183594,,,,sp_overlap
sp,169,<0xA5>,1,1,1221,265,0.0053,47,181,228,1.0,29.899967353442783,,,,sp_overlap
sp,170,<0xA6>,1,1,575,189,0.00378,51,155,206,1.0,13.39867548648598,,,,sp_overlap
sp,171,<0xA7>,1,1,1354,344,0.00688,39,124,163,1.0,25.05796095610597,,,,sp_overlap
sp,172,<0xA8>,1,1,1145,322,0.00644,44,127,171,1.0,24.766681428473216,,,,sp_overlap
sp,173,<0xA9>,1,1,5930,2951,0.05902,48,395,443,1.0,164.23339453735605,,,,sp_overlap
sp,174,<0xAA>,1,1,648,174,0.00348,48,112,160,1.0,13.4809442773117,,,,sp_overlap
sp,175,<0xAB>,1,1,985,286,0.00572,36,198,234,1.0,26.052832393295258,,,,sp_overlap
sp,176,<0xAC>,1,1,1485,410,0.0082,48,153,201,1.0,38.23518436385709,,,,sp_overlap
sp,177,<0xAD>,1,1,1598,424,0.00848,46,171,217,1.0,47.144235502897416,,,,sp_overlap
sp,178,<0xAE>,1,1,2485,956,0.01912,35,290,325,1.0,72.60473819510261,,,,sp_overlap
sp,179,<0xAF>,1,1,654,145,0.0029,45,97,142,1.0,12.827607811924606,,,,sp_overlap
sp,180,<0xB0>,1,1,2965,572,0.01144,55,247,302,1.0,66.93395941610889,,,,sp_overlap
sp,181,<0xB1>,1,1,1661,425,0.0085,47,167,214,1.0,33.761925886577,,,,sp_overlap
sp,182,<0xB2>,1,1,2580,525,0.0105,49,224,273,1.0,33.10185033499817,,,,sp_overlap
sp,183,<0xB3>,1,1,1217,377,0.00754,38,148,186,1.0,28.041057690687776,,,,sp_overlap
sp,184,<0xB4>,1,1,910,201,0.00402,48,116,164,1.0,16.67234985358289,,,,sp_overlap
sp,185,<0xB5>,1,1,1702,151,0.00302,41,137,178,1.0,32.51801027024863,,,,sp_overlap
sp,186,<0xB6>,1,1,1115,391,0.00782,46,155,201,1.0,26.63759976689804,,,,sp_overlap
sp,187,<0xB7>,1,1,1542,339,0.00678,44,199,243,1.0,37.18341203233656,,,,sp_overlap
sp,188,<0xB8>,1,1,2502,283,0.00566,50,184,234,1.0,46.43192338385304,,,,sp_overlap
sp,189,<0xB9>,1,1,1180,185,0.0037,45,136,181,1.0,24.660969425540458,,,,sp_overlap
sp,190,<0xBA>,1,1,1450,265,0.0053,47,184,231,1.0,32.400620141198544,,,,sp_overlap
sp,191,<0xBB>,1,1,2403,608,0.01216,45,268,313,1.0,65.54924398363163,,,,sp_overlap
sp,192,<0xBC>,1,1,1736,511,0.01022,47,180,227,1.0,36.99510485046038,,,,sp_overlap
sp,193,<0xBD>,1,1,1230,153,0.00306,44,115,159,1.0,20.559429964344446,,,,sp_overlap
sp,194,<0xBE>,1,1,1981,170,0.0034,44,142,186,1.0,32.79534207538731,,,,sp_overlap
sp,195,<0xBF>,1,1,867,141,0.00282,40,120,160,1.0,15.690887042915502,,,,sp_overlap
sp,196,<0xC0>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,197,<0xC1>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,198,<0xC2>,1,1,11037,3980,0.0796,376,18,394,1.0,317.6670895051469,,,,sp_overlap
sp,199,<0xC3>,1,1,14249,3508,0.07016,524,64,588,1.0,376.5615164088948,,,,sp_overlap
sp,200,<0xC4>,1,1,1358,250,0.005,202,38,240,1.0,33.92521725109641,,,,sp_overlap
sp,201,<0xC5>,1,1,992,249,0.00498,176,39,215,1.0,23.852149829058828,,,,sp_overlap
sp,202,<0xC6>,1,1,35,13,0.00026,17,4,21,1.0,1.1170284534186767,,,,sp_overlap
sp,203,<0xC7>,1,1,149,5,0.0001,42,16,58,1.0,2.83901810368208,,,,sp_overlap
sp,204,<0xC8>,1,1,57,11,0.00022,14,5,19,1.0,1.1904410356925799,,,,sp_overlap
sp,205,<0xC9>,1,1,208,34,0.00068,60,20,80,1.0,4.967106933894055,,,,sp_overlap
sp,206,<0xCA>,1,1,103,23,0.00046,34,14,48,1.0,1.9002847049350795,,,,sp_overlap
sp,207,<0xCB>,1,1,63,26,0.00052,27,16,43,1.0,1.4372265048931931,,,,sp_overlap
sp,208,<0xCC>,1,1,412,135,0.0027,19,17,36,1.0,9.98420838874798,,,,sp_overlap
sp,209,<0xCD>,1,1,2,2,4e-05,2,2,4,1.0,0.042988276929882774,,,,sp_overlap
sp,210,<0xCE>,1,1,968,157,0.00314,87,40,127,1.0,19.865643663387125,,,,sp_overlap
sp,211,<0xCF>,1,1,225,44,0.00088,50,13,63,1.0,4.782581081732658,,,,sp_overlap
sp,212,<0xD0>,1,1,10010,106,0.00212,239,57,296,1.0,153.5898028748124,,,,sp_overlap
sp,213,<0xD1>,1,1,4365,93,0.00186,137,27,164,1.0,71.05812214416457,,,,sp_overlap
sp,214,<0xD2>,1,1,12,4,8e-05,6,6,12,1.0,0.3425968811469628,,,,sp_overlap
sp,215,<0xD3>,1,1,6,3,6e-05,5,3,8,1.0,0.07912395126600093,,,,sp_overlap
sp,216,<0xD4>,1,1,8,2,4e-05,3,2,5,1.0,0.3021710978134359,,,,sp_overlap
sp,217,<0xD5>,1,1,4,2,4e-05,3,3,6,1.0,0.21293170047085275,,,,sp_overlap
sp,218,<0xD6>,1,1,481,6,0.00012,35,12,47,1.0,8.06587937037753,,,,sp_overlap
sp,219,<0xD7>,1,1,2861,9,0.00018,46,30,76,1.0,30.677499635654893,,,,sp_overlap
sp,220,<0xD8>,1,1,1063,18,0.00036,48,28,76,1.0,14.137405153958145,,,,sp_overlap
sp,221,<0xD9>,1,1,829,20,0.0004,50,29,79,1.0,13.200123477603007,,,,sp_overlap
sp,222,<0xDA>,1,1,78,5,0.0001,12,7,19,1.0,0.7848359661892277,,,,sp_overlap
sp,223,<0xDB>,1,1,156,8,0.00016,27,10,37,1.0,1.4545467883731709,,,,sp_overlap
sp,224,<0xDC>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,225,<0xDD>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,226,<0xDE>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,227,<0xDF>,1,1,3,2,4e-05,3,2,5,1.0,0.14254052710122772,,,,sp_overlap
sp,228,<0xE0>,1,1,3040,47,0.00094,73,12,85,1.0,54.84946142673235,,,,sp_overlap
sp,229,<0xE1>,1,1,719,49,0.00098,94,21,115,1.0,25.037222465830165,,,,sp_overlap
sp,230,<0xE2>,1,1,22214,5984,0.11968,383,29,412,1.0,466.0033944142943,,,,sp_overlap
sp,231,<0xE3>,1,1,1614,90,0.0018,120,4,124,1.0,38.28489925099732,,,,sp_overlap
sp,232,<0xE4>,1,1,607,68,0.00136,74,8,82,1.0,13.047583584040076,,,,sp_overlap
sp,233,<0xE5>,1,1,1638,102,0.00204,95,60,155,1.0,38.25764030584862,,,,sp_overlap
sp,234,<0xE6>,1,1,1029,92,0.00184,86,62,148,1.0,23.063891858995266,,,,sp_overlap
sp,235,<0xE7>,1,1,814,72,0.00144,79,60,139,1.0,19.055188967339454,,,,sp_overlap
sp,236,<0xE8>,1,1,671,80,0.0016,79,56,135,1.0,15.958877403377233,,,,sp_overlap
sp,237,<0xE9>,1,1,517,74,0.00148,83,49,132,1.0,11.847261740016473,,,,sp_overlap
sp,238,<0xEA>,1,1,78,16,0.00032,24,11,35,1.0,2.1534522191648637,,,,sp_overlap
sp,239,<0xEB>,1,1,189,26,0.00052,37,34,71,1.0,5.2759932320753515,,,,sp_overlap
sp,240,<0xEC>,1,1,328,29,0.00058,41,38,79,1.0,9.209479597391391,,,,sp_overlap
sp,241,<0xED>,1,1,95,23,0.00046,24,21,45,1.0,2.7113738514682693,,,,sp_overlap
sp,242,<0xEE>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,243,<0xEF>,1,1,117,39,0.00078,25,3,28,1.0,2.821411109225738,,,,sp_overlap
sp,244,<0xF0>,1,1,865,376,0.00752,76,2,78,1.0,22.45259063101505,,,,sp_overlap
sp,245,<0xF1>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,246,<0xF2>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,247,<0xF3>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,248,<0xF4>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,249,<0xF5>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,250,<0xF6>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,251,<0xF7>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,252,<0xF8>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,253,<0xF9>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,254,<0xFA>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,255,<0xFB>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,256,<0xFC>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,257,<0xFD>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,258,<0xFE>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,259,<0xFF>,1,1,0,0,0.0,0,0,0,1.0,0.0,,,,sp_overlap
sp,260, t,1,1,223296,38474,0.76948,707,367,1074,2.0,6524.441725474809,,,,sp_overlap
sp,261, a,1,1,632532,47516,0.95032,689,519,1208,2.0,18367.863646695605,,,,sp_overlap
sp,262,in,1,1,302320,42015,0.8403,578,649,1227,2.0,8549.806647190093,,,,sp_overlap
sp,263,he,1,1,83548,26612,0.53224,379,545,924,2.0,2325.9258377466213,,,,sp_overlap
sp,264,re,1,1,260444,41351,0.82702,462,618,1080,2.0,7495.262363185831,,,,sp_overlap
sp,265,on,1,1,218939,38207,0.76414,460,651,1111,2.0,6181.03779610823,,,,sp_overlap
sp,266,er,1,1,440905,45579,0.91158,423,668,1091,2.0,12741.52919617308,,,,sp_overlap
sp,267, the,1,1,1167845,48620,0.9724,668,448,1116,4.0,33534.27587011108,,,,sp_overlap
sp,268, s,1,1,418295,44737,0.89474,732,450,1182,2.0,12237.867362181303,,,,sp_overlap
sp,269, w,1,1,169790,34893,0.69786,679,253,932,2.0,4907.822070745733,,,,sp_overlap
sp,270,or,1,1,267790,41084,0.82168,406,630,1036,2.0,7682.924921339918,,,,sp_overlap
sp,271,at,1,1,272445,41227,0.82454,434,646,1080,2.0,7942.451716971798,,,,sp_overlap
sp,272,nd,1,1,126302,33238,0.66476,175,601,776,2.0,3648.1192722416977,,,,sp_overlap
sp,273,ou,1,1,74558,24574,0.49148,278,401,679,2.0,2101.2491940561017,,,,sp_overlap
